2,4,8,16,32,64
0.07,0.03,0.03,0.03,0.03,0.04
0.06,0.03,0.03,0.03,0.04,0.04
0.06,0.04,0.03,0.03,0.03,0.04
0.07,0.03,0.03,0.03,0.04,0.04
0.06,0.03,0.03,0.03,0.03,0.03
