2,4,8,16,32,64
0.06,0.03,0.06,4.37,0.03,0.52
0.06,0.03,0.04,0.42,0.11,7.81
0.06,0.03,0.07,0.59,0.03,7.26
0.06,0.03,0.16,0.27,2.11,0.03
0.06,0.04,0.04,1.50,0.03,0.04
